exercise_name;Primary Muscle;library_id;exercise_video_link;exercise_description
DB Reverse Lunges;Legs;339;https://www.youtube.com/watch?v=NfMIqYNNLl8&pp=ygURREIgUmV2ZXJzZSBMdW5nZXM%3D;Engage legs and glutes with reverse lunges using dumbbells.
DB Romanian Deadlift;Legs, Back;340;https://www.youtube.com/watch?v=hQgFixeXdZo&pp=ygUUREIgUm9tYW5pYW4gRGVhZGxpZnQ%3D;Engage hamstrings and glutes with dumbbell Romanian deadlifts.
DB Shrug;Shoulders;341;https://www.youtube.com/watch?v=cJRVVxmytaM&pp=ygUIREIgU2hydWc%3D;Perform shrugs using dumbbells to target trapezius muscles.
DB Side Bends;Core;342;https://www.youtube.com/watch?v=ARAWlmlgPbg&pp=ygUNREIgU2lkZSBCZW5kcw%3D%3D;Engage obliques with dumbbell side bends.
DB Snatch to Press;Shoulders;343;https://www.youtube.com/watch?v=HHsOcHb_IFI&pp=ygUSREIgU25hdGNoIHRvIFByZXNz;Combine snatch and press movements with dumbbells.
DB Split Squat;Legs;344;https://www.youtube.com/watch?v=MEG6blZtUpc&pp=ygUOREIgU3BsaXQgU3F1YXQ%3D;Perform split squats using dumbbells for leg engagement.
DB Squats;Legs;345;https://www.youtube.com/watch?v=v_c67Omje48&pp=ygUJREIgU3F1YXRz;Engage legs and glutes with dumbbell squats.
DB Step-up;Legs;346;https://www.youtube.com/watch?v=37tVohr7LcE&pp=ygUKREIgU3RlcC11cA%3D%3D;Perform step-ups using dumbbells for leg engagement.
DB Walking Lunges;Legs;347;https://www.youtube.com/watch?v=I34ysEkPK7w;Engage legs and glutes with walking lunges using dumbbells.
Dead Bug;Core;348;https://www.youtube.com/watch?v=4XLEnwUr1d8&pp=ygUIRGVhZCBCdWc%3D;Engage core muscles with the dead bug exercise.
Deadlift;Back, Legs;349;https://www.youtube.com/watch?v=uBOHgf_xIXU&pp=ygUIRGVhZGxpZnQ%3D;Perform deadlifts to engage back, glutes, and hamstrings.
Deadlift to Clean to Squat;Full Body;350;https://www.youtube.com/watch?v=W3u6KQG_S-I&pp=ygUaRGVhZGxpZnQgdG8gQ2xlYW4gdG8gU3F1YXQ%3D;Combine deadlift, clean, and squat movements for full-body power.
Deadmill Sprint;Cardio;351;https://www.youtube.com/watch?v=HvHJM-kNiA0&pp=ygUPRGVhZG1pbGwgU3ByaW50;Perform sprints on a non-motorized treadmill for cardio and power.
Decline Push Up;Chest, Shoulders;352;https://www.youtube.com/watch?v=SKPab2YC8BE&pp=ygUPRGVjbGluZSBQdXNoIFVw;Engage chest and triceps with decline push-ups.
Deep Neck Flexor Activation and Suboccipital Stretch;Neck;353;https://www.youtube.com/watch?v=CpwvQT8axGk&pp=ygU0RGVlcCBOZWNrIEZsZXhvciBBY3RpdmF0aW9uIGFuZCBTdWJvY2NpcGl0YWwgU3RyZXRjaA%3D%3D;Activate deep neck muscles and stretch suboccipital region.
Deep Squat to Hamstring Stretch;Stretch;354;https://www.youtube.com/watch?v=1oQSsXhbhjk&pp=ygUfRGVlcCBTcXVhdCB0byBIYW1zdHJpbmcgU3RyZXRjaA%3D%3D;Engage legs and stretch hamstrings with deep squat motion.
Deep Squat Wall Stretch;Stretch;355;https://www.youtube.com/watch?v=zkj-1XvAcKM&pp=ygUXRGVlcCBTcXVhdCBXYWxsIFN0cmV0Y2g%3D;Stretch hips, groin, and ankles with deep squat against a wall.
Deep Squat with Reach;Stretch;356;https://www.youtube.com/watch?v=H-T1kqSpecM&pp=ygUVRGVlcCBTcXVhdCB3aXRoIFJlYWNo;Engage hips and stretch upper body with deep squat and reach.
Deficit Reverse Lunge;Legs;357;https://www.youtube.com/watch?v=W0wZ-yk6WR4&pp=ygUVRGVmaWNpdCBSZXZlcnNlIEx1bmdl;Perform reverse lunges with a deficit for added challenge.
Depth Drop;Legs;358;https://www.youtube.com/watch?v=drLJzzzhepE&pp=ygUKRGVwdGggRHJvcA%3D%3D;Drop from an elevated surface to improve landing mechanics.
Depth Drop To Vertical Jump;Legs;359;https://www.youtube.com/watch?v=q4ogzEdb3sI&pp=ygUbRGVwdGggRHJvcCBUbyBWZXJ0aWNhbCBKdW1w;Combine depth drop with vertical jump for plyometric power.
Diamond Push-up;Chest, Triceps;360;https://www.youtube.com/watch?v=J0DnG1_S92I&pp=ygUPRGlhbW9uZCBQdXNoLXVw;Engage triceps and chest with diamond hand position push-ups.
Dips;Chest, Triceps;361;https://www.youtube.com/watch?v=2z8JmcrW-As&pp=ygUERGlwcw%3D%3D;Perform dips to target chest, shoulders, and triceps.
Dolphin Push Ups;Shoulders, Core;362;https://www.youtube.com/watch?v=V5JLXeNGvhg&pp=ygUQRG9scGhpbiBQdXNoIFVwcw%3D%3D;Perform push-ups while transitioning into a dolphin pose.
Double Bounce High Knees;Cardio;363;https://www.youtube.com/watch?v=2XYP2gbYN3A&pp=ygUYRG91YmxlIEJvdW5jZSBIaWdoIEtuZWVz;Engage legs with double bounce motion in high knee exercise.
Double Dumbbell Swings;Full Body;364;https://www.youtube.com/watch?v=99GbmjyajY8&pp=ygUWRG91YmxlIER1bWJiZWxsIFN3aW5ncw%3D%3D;Perform swings using two dumbbells for hip and core engagement.
Double Under;Cardio;365;https://www.youtube.com/watch?v=82jNjDS19lg&pp=ygUMRG91YmxlIFVuZGVy;Perform double jumps with a jump rope for cardiovascular workout.
Downward Dog to World's Greatest Stretch;Stretch;366;https://www.youtube.com/watch?v=1qQ_ZqdIMzA&pp=ygUoRG93bndhcmQgRG9nIHRvIFdvcmxkJ3MgR3JlYXRlc3QgU3RyZXRjaA%3D%3D;Flow from downward dog to the world's greatest stretch for mobility.
Drag Curls;Arms;367;https://www.youtube.com/watch?v=BjBmtkfy1-0&pp=ygUKRHJhZyBDdXJscw%3D%3D;Perform curls while dragging dumbbells along the body.
Drop Squats;Legs;368;https://www.youtube.com/watch?v=voJ1KrwEIcc&pp=ygULRHJvcCBTcXVhdHM%3D;Engage legs and perform drop squats for explosive power.
Duck Walk Forward and Back;Legs;369;https://www.youtube.com/watch?v=b_T7odhetFk&pp=ygUaRHVjayBXYWxrIEZvcndhcmQgYW5kIEJhY2s%3D;Perform duck walks to engage legs and glutes in forward and backward motion.
Dumbbell 1 1/4 Full Squat;Legs;370;https://www.youtube.com/watch?v=dbMvGAbdKkI&pp=ygUZRHVtYmJlbGwgMSAxLzQgRnVsbCBTcXVhdA%3D%3D;Perform squats with 1 1/4 range of motion using dumbbells.
Dumbbell Ab Twist;Core;371;https://www.youtube.com/watch?v=q1MeZPov8eM&pp=ygURRHVtYmJlbGwgQWIgVHdpc3Q%3D;Engage obliques with a twisting motion using dumbbells.
Dumbbell Alternate Biceps Curl;Arms;372;https://www.youtube.com/watch?v=sAq_ocpRh_I&pp=ygUeRHVtYmJlbGwgQWx0ZXJuYXRlIEJpY2VwcyBDdXJs;Curl dumbbells alternately to target biceps.
Dumbbell Arnold Press;Shoulders;373;https://www.youtube.com/watch?v=3ml7BH7mNwQ&pp=ygUVRHVtYmJlbGwgQXJub2xkIFByZXNz;Press dumbbells overhead with a rotating motion.
Eccentric Chin Up;Back, Biceps;374;https://www.youtube.com/watch?v=dJXAuZ5oIVQ&pp=ygURRWNjZW50cmljIENoaW4gVXA%3D;Perform chin-ups focusing on the lowering (eccentric) phase.
Eccentric Pull-Up;Back, Biceps;375;https://www.youtube.com/watch?v=hvhQXzJ4vhM&pp=ygURRWNjZW50cmljIFB1bGwtVXA%3D;Engage back muscles with eccentric pull-up motion.
Eccentric Push-Up;Chest, Triceps;376;https://www.youtube.com/watch?v=cK-OUgfhgak&pp=ygURRWNjZW50cmljIFB1c2gtVXA%3D;Focus on the lowering phase of push-ups for eccentric training.
Elbow Plank Bodysaw;Core;377;https://www.youtube.com/watch?v=zD0pIEs0AYo&pp=ygUTRWxib3cgUGxhbmsgQm9keXNhdw%3D%3D;Perform plank motion with elbow sawing to engage core.
Elbow Plank Jacks;Core;378;https://www.youtube.com/watch?v=eP1T4JeQtOQ&pp=ygURRWxib3cgUGxhbmsgSmFja3M%3D;Combine elbow plank with jumping jack motion.
Elevated Plank Row;Back;379;https://www.youtube.com/watch?v=QJCbrhH5Exo&pp=ygUSRWxldmF0ZWQgUGxhbmsgUm93;Engage core and back with elevated plank rows.
Elevated RDL's;Legs;380;https://www.youtube.com/watch?v=3Ch7uK-0j9c&pp=ygUORWxldmF0ZWQgUkRMJ3M%3D;Engage hamstrings and glutes with elevated Romanian deadlifts.
Elevated Toes Stiff Leg Deadlift;Back, Legs;381;https://www.youtube.com/watch?v=3Ch7uK-0j9c&pp=ygUORWxldmF0ZWQgUkRMJ3M%3D;Perform stiff-legged deadlifts with elevated toes for hamstring engagement.
End Range Cable Lateral Raise;Shoulders;382;https://www.youtube.com/watch?v=PPrzBWZDOhA&pp=ygUdRW5kIFJhbmdlIENhYmxlIExhdGVyYWwgUmFpc2U%3D;Target lateral deltoids with cable lateral raises at end range.
Explosive Pushup;Chest, Triceps;383;https://www.youtube.com/watch?v=CvgV8W98inA&pp=ygUQRXhwbG9zaXZlIFB1c2h1cA%3D%3D;Perform push-ups with an explosive push-off motion.
External Hip Rotation to Lateral Lunge;Legs;384;https://www.youtube.com/watch?v=-AruuHWQZZQ&pp=ygUmRXh0ZXJuYWwgSGlwIFJvdGF0aW9uIHRvIExhdGVyYWwgTHVuZ2U%3D;Perform hip rotations transitioning into a lateral lunge.
EZ Bar Bicep Curls;Arms;385;https://www.youtube.com/watch?v=kwG2ipFRgfo&pp=ygUSRVogQmFyIEJpY2VwIEN1cmxz;Curl an EZ bar to engage biceps.
Face Pulls;Shoulders, Back;386;https://www.youtube.com/watch?v=V8dZ3pyiCBo&pp=ygUKRmFjZSBQdWxscw%3D%3D;Target rear deltoids and upper back with face pulls.
Farmers Carry;Full Body;387;https://www.youtube.com/watch?v=z7E_YU9P1jU&pp=ygUOIEZhcm1lcnMgQ2Fycnk%3D;Engage grip and core while carrying heavy weights.
Feet Elevated Sit Up;Core;388;https://www.youtube.com/watch?v=5vQAMgBJIVk&pp=ygUURmVldCBFbGV2YXRlZCBTaXQgVXA%3D;Engage core with elevated sit-ups.
Feet-Elevated Band-Resisted Pushup;Chest, Shoulders;389;https://www.youtube.com/watch?v=joAjlFPXfkM&pp=ygUiRmVldC1FbGV2YXRlZCBCYW5kLVJlc2lzdGVkIFB1c2h1cA%3D%3D;Perform push-ups with elevated feet and resistance bands.
Feet-Elevated Pushup;Chest, Shoulders;390;https://www.youtube.com/watch?v=yvBlNJCvTOI&pp=ygUURmVldC1FbGV2YXRlZCBQdXNodXA%3D;Engage chest and triceps with elevated push-ups.
FHL Calf Raise;Legs;391;https://www.youtube.com/watch?v=PX-8ExAl13k&pp=ygUORkhMIENhbGYgUmFpc2U%3D;Engage calves with flexor hallucis longus calf raises.
Figure 4 Cross Body Bike Crunch;Core;392;https://www.youtube.com/watch?v=yzg6OTbsmcQ&pp=ygUeRmlndXJlIDQgQ3Jvc3MgQm9keSBCaWtlIENydW5j;Engage obliques with figure 4 crunch using a bicycle motion.
Figure 4 Crunch;Core;393;https://www.youtube.com/watch?v=yzg6OTbsmcQ&pp=ygUPRmlndXJlIDQgQ3J1bmNo;Engage obliques with figure 4 crunch movement.
Figure 4 Hip Ups;Core, Hips;394;https://www.youtube.com/watch?v=Xb5gHdYtHnk&pp=ygUQRmlndXJlIDQgSGlwIFVwcw%3D%3D;Engage hip muscles with figure 4 hip ups.
Figure 4 Stretch;Stretch;395;https://www.youtube.com/watch?v=Xb5gHdYtHnk&pp=ygUQRmlndXJlIDQgSGlwIFVwcw%3D%3D;Stretch hip and glutes with figure 4 stretch.
Fire Hydrant Leg Extension;Legs;396;https://www.youtube.com/watch?v=5ZITPjWrUzQ&pp=ygUaRmlyZSBIeWRyYW50IExlZyBFeHRlbnNpb24%3D;Engage hip muscles with fire hydrant leg extension.
Fire Hydrants;Hips;397;https://www.youtube.com/watch?v=hjMEwbXhya4&pp=ygUNRmlyZSBIeWRyYW50cw%3D%3D;Perform fire hydrant motions to engage hip muscles.
Fire Hydrants to Kick Back;Hips;398;https://www.youtube.com/watch?v=tdSOoPOqqDQ&pp=ygUaRmlyZSBIeWRyYW50cyB0byBLaWNrIEJhY2s%3D;Combine fire hydrant and kickback motions for hip engagement.
Floor Chest Press Hollow Hold;Chest, Core;399;https://www.youtube.com/watch?v=iYAbu_CLPu8&pp=ygUdRmxvb3IgQ2hlc3QgUHJlc3MgSG9sbG93IEhvbGQ%3D;Perform floor chest press while maintaining hollow body hold.
Floor DB Hip Thrust;Glutes;400;https://www.youtube.com/watch?v=QPTcLlOWSl4&pp=ygUTRmxvb3IgREIgSGlwIFRocnVzdA%3D%3D;Engage glutes with floor hip thrust using dumbbells.
Floor Slides;Core;401;https://www.youtube.com/watch?v=pAgixGIu7os&pp=ygUMRmxvb3IgU2xpZGVz;Perform sliding movements on the floor to engage muscles.
Floor Tricep Dips;Triceps;402;https://www.youtube.com/watch?v=s3Mppxwx1o8&pp=ygURRmxvb3IgVHJpY2VwIERpcHM%3D;Engage triceps with floor tricep dips.
Foam Roll;Recovery;403;https://www.youtube.com/watch?v=Oz4xHEgMaLY&pp=ygUJRm9hbSBSb2xs;Use a foam roller for self-myofascial release and relaxation.
Forearm Plank;Core;404;https://www.youtube.com/watch?v=mH5Sfb_KTGg&pp=ygUNRm9yZWFybSBQbGFuaw%3D%3D;Engage core and stabilize with forearm plank position.
Forearm Wall-Slide at 135 Degrees;Shoulders;405;https://www.youtube.com/watch?v=GovLGiJSXwU&pp=ygUhRm9yZWFybSBXYWxsLVNsaWRlIGF0IDEzNSBEZWdyZWVz;Slide forearms up the wall at a 135-degree angle for mobility.
Forward Lunge;Legs;406;https://www.youtube.com/watch?v=GA-GIqoOWek&pp=ygUNRm9yd2FyZCBMdW5nZQ%3D%3D;Engage legs and glutes with forward lunges.
Forward Lunge w/ Twist;Legs;407;https://www.youtube.com/watch?v=btsKBsnysqM&pp=ygUWRm9yd2FyZCBMdW5nZSB3LyBUd2lzdA%3D%3D;Add a twist motion to forward lunges for added challenge.
Forward Lunge with Bicep Curl;Legs, Biceps;408;https://www.youtube.com/watch?v=fIvr9ootgos&pp=ygUdRm9yd2FyZCBMdW5nZSB3aXRoIEJpY2VwIEN1cmw%3D;Perform bicep curls while doing forward lunges.
Forward Lunge with Reach;Legs;409;https://www.youtube.com/watch?v=_oVuaQjj4Zw&pp=ygUYRm9yd2FyZCBMdW5nZSB3aXRoIFJlYWNo;Reach forward during lunges to engage core and stretch.
Forward Lunge with Rotation;Legs;410;https://www.youtube.com/watch?v=jNXZ3xjzaXI&pp=ygUbRm9yd2FyZCBMdW5nZSB3aXRoIFJvdGF0aW9u;Rotate torso during forward lunges to engage obliques.
Forward Lunge With Twist;Legs;411;https://www.youtube.com/watch?v=btsKBsnysqM&pp=ygUYRm9yd2FyZCBMdW5nZSBXaXRoIFR3aXN0;Engage core with twist motion during forward lunges.
Frankensteins;Legs;412;https://www.youtube.com/watch?v=47a71yHMN54&pp=ygUXZnJhbmtlbnN0ZWluJ3MgZXhlcmNpc2U%3D;Engage hamstrings with Frankensteins high kicks.
French Press;Triceps;413;https://www.youtube.com/watch?v=JImgCWzCHwI&pp=ygUWeEZyZW5jaCBQcmVzcyBleGVyY2lzZQ%3D%3D;Engage triceps with French press motion.
Frog Pose;Stretch;414;https://www.youtube.com/watch?v=bxO4MK8YDWE&pp=ygUJRnJvZyBQb3Nl;Perform the frog pose for hip opening and mobility.
Froggers;Cardio;415;https://www.youtube.com/watch?v=e5O850feKz8&pp=ygURRnJvZ2dlcnMgZXhlcmNpc2U%3D;Combine squat and plank motions in froggers exercise.
Front and Back Lunge;Legs;416;https://www.youtube.com/watch?v=AbNA7vXyioM&pp=ygUURnJvbnQgYW5kIEJhY2sgTHVuZ2U%3D;Engage legs and glutes with alternating front and back lunges.
Front Foot Elevated Lunges;Legs;417;https://www.youtube.com/watch?v=UDuoOVkcvjo&pp=ygUaRnJvbnQgRm9vdCBFbGV2YXRlZCBMdW5nZXM%3D;Perform lunges with the front foot elevated for added challenge.
Front Lunge to Overhead Triceps;Legs, Triceps;418;https://www.youtube.com/watch?v=cRAPFi5n_NE&pp=ygUfRnJvbnQgTHVuZ2UgdG8gT3ZlcmhlYWQgVHJpY2Vwcw%3D%3D;Engage triceps during front lunges by adding overhead motion.
Front Rack Reverse Lunge;Legs;419;https://www.youtube.com/watch?v=Vlgh0ImT5oU&pp=ygUYRnJvbnQgUmFjayBSZXZlcnNlIEx1bmdl;Perform reverse lunges while holding the barbell in front rack.
Get Up Sit Up;Core;420;https://www.youtube.com/watch?v=rASjuHdAxew&pp=ygUSICAgCSBHZXQgVXAgU2l0IFVw;Perform sit-ups while transitioning to a standing position.
GHD Hip Extension;Glutes, Hamstrings;421;https://www.youtube.com/watch?v=ZRar3mBCdmA&pp=ygURR0hEIEhpcCBFeHRlbnNpb24%3D;Engage glutes and hamstrings with GHD hip extension exercise.
GHD Russian Twist;Core;422;https://www.youtube.com/shorts/g-hztBRGNKY;Perform Russian twists using a GHD machine for added challenge.
GHD Sit-up;Core;423;https://www.youtube.com/watch?v=1pbZ8mX2D1U&pp=ygUKR0hEIFNpdC11cA%3D%3D;Engage core with GHD sit-up exercise.
Glute Biased Leg Press;Glutes;424;https://www.youtube.com/watch?v=2WzJbFY__lk&pp=ygUWR2x1dGUgQmlhc2VkIExlZyBQcmVzcw%3D%3D;Target glutes with leg press exercise focusing on glute activation.
Glute Bridge Chest Press;Glutes, Chest;425;https://www.youtube.com/watch?v=A-wKJcMrMRs&pp=ygUYR2x1dGUgQnJpZGdlIENoZXN0IFByZXNz;Engage glutes and chest with glute bridge chest presses.
Glute Bridge to Sit Up;Glutes, Core;426;https://www.youtube.com/watch?v=cGdhGft43Tc&pp=ygUWR2x1dGUgQnJpZGdlIHRvIFNpdCBVcA%3D%3D;Transition from glute bridge to sit-up for core engagement.
Glute Bridge with Calf Raises;Glutes, Calves;427;https://www.youtube.com/shorts/YDSjolCIDmQ;Engage calves in glute bridge exercise with calf raises.
Glute Focused Hip Extension;Glutes;428;https://www.youtube.com/watch?v=w5QPcMaT_DQ&pp=ygUbR2x1dGUgRm9jdXNlZCBIaXAgRXh0ZW5zaW9u;Perform hip extensions focusing on glute engagement.
Glute Focused Hyper Extension;Glutes;429;https://www.youtube.com/watch?v=YGUOyLf6BUg&pp=ygU4R2x1dGUgRm9jdXNlZCBIaXAgRXh0ZW5zaW9uR2x1dGUgRm9jdXNlZCBIeXBlciBFeHRlbnNpb24%3D;Engage glutes with hyperextension exercise.
Glute Focused RDL;Glutes;430;https://www.youtube.com/watch?v=WIcpu2UkJoY&pp=ygURR2x1dGUgRm9jdXNlZCBSREw%3D;Perform RDLs with a focus on engaging glutes.
Glute Focused Split Squats;Glutes, Legs;431;https://www.youtube.com/watch?v=hPlKPjohFS0&pp=ygUaR2x1dGUgRm9jdXNlZCBTcGxpdCBTcXVhdHM%3D;Engage glutes with split squats focusing on glute activation.
Glute-Ham Raise;Glutes, Hamstrings;432;https://www.youtube.com/watch?v=m0AIU1dCVkU&pp=ygUPR2x1dGUtSGFtIFJhaXNl;Perform glute-ham raises for hamstring and glute engagement.
Glute-Iso Step Ups;Glutes, Legs;433;https://www.youtube.com/shorts/TG3xUe-UvCQ;Engage glutes and legs with isolated step-up motion.
Goblet 1 1/4 Squat;Legs;434;https://www.youtube.com/watch?v=N5_xeuCiyJg&pp=ygUSR29ibGV0IDEgMS80IFNxdWF0;Perform squats with 1 1/4 range of motion using a goblet.
Goblet Lateral Lunge;Legs;435;https://www.youtube.com/watch?v=6DMXBtF_Spg&pp=ygUUR29ibGV0IExhdGVyYWwgTHVuZ2U%3D;Engage legs and glutes with lateral lunges using a goblet.
Goblet Lateral Lunge Walk;Legs;436;https://www.youtube.com/watch?v=mpNAxv0MgVM&pp=ygUZR29ibGV0IExhdGVyYWwgTHVuZ2UgV2Fsaw%3D%3D;Perform walking lateral lunges holding a goblet.
Goblet Lateral Squat;Legs;437;https://www.youtube.com/watch?v=QbzKij6Zx6s&pp=ygUUR29ibGV0IExhdGVyYWwgU3F1YXQ%3D;Engage legs and glutes with lateral squats using a goblet.
Goblet Lunge;Legs;438;https://www.youtube.com/watch?v=rTJRq7TASsg&pp=ygURICAgCSBHb2JsZXQgTHVuZ2U%3D;Perform lunges holding a goblet for added resistance.
Goblet Pulse Squats;Legs;439;https://www.youtube.com/watch?v=j9R9ISazx9c&pp=ygUTR29ibGV0IFB1bHNlIFNxdWF0cw%3D%3D;Perform pulse squats holding a goblet for added challenge.
Goblet Reverse Lunge;Legs;440;https://www.youtube.com/watch?v=rYrbrFS2bqE&pp=ygUUR29ibGV0IFJldmVyc2UgTHVuZ2U%3D;Engage legs and glutes with reverse lunges using a goblet.
Goblet Reverse Lunge With Blocked Knee;Legs;441;https://www.youtube.com/watch?v=ce0okBGTKB4&pp=ygUmR29ibGV0IFJldmVyc2UgTHVuZ2UgV2l0aCBCbG9ja2VkIEtuZWU%3D;Perform reverse lunges with a blocked knee holding a goblet.
Goblet Split Squat;Legs;442;https://www.youtube.com/watch?v=X13mW_a88Hw&pp=ygUSR29ibGV0IFNwbGl0IFNxdWF0;Engage legs and glutes with split squats holding a goblet.
Goblet Split Squat With Blocked Knee;Legs;443;https://www.youtube.com/watch?v=jZRiY-jwePk&pp=ygUkR29ibGV0IFNwbGl0IFNxdWF0IFdpdGggQmxvY2tlZCBLbmVl;Perform split squats with a blocked knee using a goblet.
Goblet Squat;Legs;444;https://www.youtube.com/watch?v=f-Vf2yRRqOg&pp=ygUMR29ibGV0IFNxdWF0;Engage legs and glutes with squats holding a goblet.
Goblet Squat Iso;Legs;445;https://www.youtube.com/watch?v=qauQpg8QZw4&pp=ygUQR29ibGV0IFNxdWF0IElzbw%3D%3D;Perform isometric squats holding a goblet for added challenge.
Goblet Squat to Box;Legs;446;https://www.youtube.com/watch?v=Aub3U8uHNQk&pp=ygUTR29ibGV0IFNxdWF0IHRvIEJveA%3D%3D;Engage legs and glutes with squats to a box holding a goblet.
Goblet Squat With Pulse;Legs;447;https://www.youtube.com/watch?v=j9R9ISazx9c&pp=ygUXR29ibGV0IFNxdWF0IFdpdGggUHVsc2U%3D;Perform pulse squats holding a goblet for added challenge.
Goblet Step-Up;Legs;448;https://www.youtube.com/watch?v=ci0s9-U1S50&pp=ygUOR29ibGV0IFN0ZXAtVXA%3D;Engage legs and glutes with step-ups holding a goblet.
Goblet Sumo Squats;Legs;449;https://www.youtube.com/watch?v=L6vkuSVCRs4&pp=ygUSR29ibGV0IFN1bW8gU3F1YXRz;Perform sumo squats holding a goblet to engage legs and glutes.
Good Morning;Back, Hamstrings;450;https://www.youtube.com/watch?v=OWz0f3CN_xg&pp=ygUVR29vZCBNb3JuaW5nIGV4ZXJjaXNl;Engage lower back and hamstrings with good mornings exercise.
Gorilla Squat;Legs;451;https://www.youtube.com/watch?v=_e1T17mMggo&pp=ygUNR29yaWxsYSBTcXVhdA%3D%3D;Engage legs and perform gorilla squat exercise.
Ground to Overhead Press;Shoulders;452;https://www.youtube.com/watch?v=e2aZotdgaZs&pp=ygUYR3JvdW5kIHRvIE92ZXJoZWFkIFByZXNz;Transition from ground to overhead press with added weight.
Hack Squat;Legs;453;https://www.youtube.com/watch?v=0tn5K9NlCfo&pp=ygUKSGFjayBTcXVhdA%3D%3D;Engage legs and glutes with hack squats exercise.
Half Burpees;Cardio;454;https://www.youtube.com/watch?v=8GJoTBRtdbg&pp=ygUMSGFsZiBCdXJwZWVz;Perform half burpees combining squat and plank motions.
Half Dead Bugs;Core;455;https://www.youtube.com/watch?v=YFh534WC3uw&pp=ygUOSGFsZiBEZWFkIEJ1Z3M%3D;Engage core with half dead bugs exercise.
Half Get-Up;Core;456;https://www.youtube.com/watch?v=vmYnRlWcEjU&pp=ygUPICAJIEhhbGYgR2V0LVVw;Perform partial get-up exercise to engage core and stability.
Half Kneeling Face Pulls;Shoulders, Back;457;https://www.youtube.com/watch?v=ieJ9z19OJu4&pp=ygUYSGFsZiBLbmVlbGluZyBGYWNlIFB1bGxz;Perform face pulls in a half kneeling position for engagement.
Half Kneeling Lift and Chop;Core;458;https://www.youtube.com/watch?v=Psmkt_Tft5E&pp=ygUbSGFsZiBLbmVlbGluZyBMaWZ0IGFuZCBDaG9w;Engage core with lift and chop exercise in half kneeling position.
Half Kneeling Overhead Press;Shoulders;459;https://www.youtube.com/watch?v=PDWNs3oPCow&pp=ygUcSGFsZiBLbmVlbGluZyBPdmVyaGVhZCBQcmVzcw%3D%3D;Perform overhead press in half kneeling position.
Half Kneeling Palloffs;Core;460;https://www.youtube.com/watch?v=DWwI61I1KAM&pp=ygUWSGFsZiBLbmVlbGluZyBQYWxsb2Zmcw%3D%3D;Engage core with palloffs exercise in half kneeling position.
Half Kneeling Rows;Back;461;https://www.youtube.com/watch?v=Yri2Z-R-Ze4&pp=ygUSSGFsZiBLbmVlbGluZyBSb3dz;Perform rows in a half kneeling position for engagement.
Half Kneeling Shoulder Press;Shoulders;462;https://www.youtube.com/watch?v=8Fx7b81Gs1E&pp=ygUcSGFsZiBLbmVlbGluZyBTaG91bGRlciBQcmVzcw%3D%3D;Engage shoulders in a half kneeling position with presses.
Half Kneeling Single Arm Arnold Press;Shoulders;463;https://www.youtube.com/watch?v=V7oyQrIvF0M&pp=ygUlSGFsZiBLbmVlbGluZyBTaW5nbGUgQXJtIEFybm9sZCBQcmVzcw%3D%3D;Perform single-arm Arnold press in half kneeling position.
Half Kneeling Single-Arm Press;Shoulders;464;https://www.youtube.com/watch?v=4DUIY95jX6Y&pp=ygUeSGFsZiBLbmVlbGluZyBTaW5nbGUtQXJtIFByZXNz;Engage shoulders with single-arm presses in half kneeling position.
Half Turkish Get Up;Core;465;https://www.youtube.com/watch?v=sgd8n917Zv0&pp=ygUTSGFsZiBUdXJraXNoIEdldCBVcA%3D%3D;Perform half Turkish get-up exercise to engage core and stability.
Half-Kneeling Band Chop;Core;466;https://www.youtube.com/watch?v=8gu5U580aM8&pp=ygUXSGFsZi1LbmVlbGluZyBCYW5kIENob3A%3D;Engage core with half-kneeling band chop exercise.
Half-Kneeling Band Lift;Core;467;https://www.youtube.com/watch?v=qC_QDWMShi8&pp=ygUXSGFsZi1LbmVlbGluZyBCYW5kIExpZnQ%3D;Perform half-kneeling band lift exercise.
Half-Kneeling Band Overhead Shrug;Shoulders;468;https://www.youtube.com/watch?v=EevLTIs3yGA&pp=ygUhSGFsZi1LbmVlbGluZyBCYW5kIE92ZXJoZWFkIFNocnVn;Engage shoulders with band overhead shrugs in half kneeling position.
Half-Kneeling Cable Chop;Core;469;https://www.youtube.com/watch?v=c1m8jdJaaS8&pp=ygUYSGFsZi1LbmVlbGluZyBDYWJsZSBDaG9w;Perform cable chops in a half kneeling position to engage core.
Half-Kneeling Cable Lift;Core;470;https://www.youtube.com/watch?v=0d0JDpUupxs&pp=ygUYSGFsZi1LbmVlbGluZyBDYWJsZSBMaWZ0;Engage core and stability with half-kneeling cable lift exercise.
Half-Kneeling Pallof Press Iso;Core;471;https://www.youtube.com/watch?v=daqBRjkFwk8&pp=ygUeSGFsZi1LbmVlbGluZyBQYWxsb2YgUHJlc3MgSXNv;Perform isometric Pallof press exercise in half kneeling position.
Half-Kneeling Pallof Press Iso With Band;Core;472;https://www.youtube.com/watch?v=CRHHSmoakC8&pp=ygUoSGFsZi1LbmVlbGluZyBQYWxsb2YgUHJlc3MgSXNvIFdpdGggQmFuZA%3D%3D;Engage core with isometric Pallof press using a band.
Hammer Cable Curl;Arms;473;https://www.youtube.com/watch?v=vsarApmqJmo&pp=ygURSGFtbWVyIENhYmxlIEN1cmw%3D;Engage biceps with cable curls using a hammer grip.
